,Simulation number,Percent of coerced cars,Percent of lying cars,Percent of honest cars,Density,Accuracy,True Positives,True Negatives,False Positives,False Negatives,Percent True Positives,Percent True Negatives,Percent False Positives,Percent False Negatives
53,53,70.0,10.0,20.0,0.064,68.4,584,100,0,316,58.4,10.0,0.0,31.6
54,54,70.0,10.0,20.0,0.064,71.2,612,100,0,288,61.199999999999996,10.0,0.0,28.799999999999997
55,55,70.0,10.0,20.0,0.064,68.2,582,100,0,318,58.199999999999996,10.0,0.0,31.8
56,56,70.0,10.0,20.0,0.064,64.4,544,100,0,356,54.400000000000006,10.0,0.0,35.6
57,57,70.0,10.0,20.0,0.064,69.5,595,100,0,305,59.5,10.0,0.0,30.5
58,58,70.0,10.0,20.0,0.064,69.39999999999999,594,100,0,306,59.4,10.0,0.0,30.599999999999998
59,59,70.0,10.0,20.0,0.064,70.5,605,100,0,295,60.5,10.0,0.0,29.5
60,60,70.0,10.0,20.0,0.064,67.0,570,100,0,330,56.99999999999999,10.0,0.0,33.0
61,61,70.0,10.0,20.0,0.064,70.5,606,99,1,294,60.6,9.9,0.1,29.4
62,62,70.0,10.0,20.0,0.064,67.80000000000001,579,99,1,321,57.9,9.9,0.1,32.1
63,63,70.0,10.0,20.0,0.064,70.0,600,100,0,300,60.0,10.0,0.0,30.0
64,64,70.0,10.0,20.0,0.064,71.1,611,100,0,289,61.1,10.0,0.0,28.9
65,65,70.0,10.0,20.0,0.064,70.6,606,100,0,294,60.6,10.0,0.0,29.4
66,66,70.0,10.0,20.0,0.064,69.69999999999999,597,100,0,303,59.699999999999996,10.0,0.0,30.3
67,67,70.0,10.0,20.0,0.064,66.9,572,97,3,328,57.199999999999996,9.700000000000001,0.3,32.800000000000004
68,68,70.0,10.0,20.0,0.064,71.3,613,100,0,287,61.3,10.0,0.0,28.7
69,69,70.0,10.0,20.0,0.064,68.60000000000001,588,98,2,312,58.8,9.8,0.2,31.2
70,70,70.0,10.0,20.0,0.064,71.7,618,99,1,282,61.8,9.9,0.1,28.199999999999996
71,71,70.0,10.0,20.0,0.064,69.8,598,100,0,302,59.8,10.0,0.0,30.2
72,72,70.0,10.0,20.0,0.064,70.89999999999999,610,99,1,290,61.0,9.9,0.1,28.999999999999996
73,73,70.0,10.0,20.0,0.064,68.5,585,100,0,315,58.5,10.0,0.0,31.5
74,74,70.0,10.0,20.0,0.064,71.3,613,100,0,287,61.3,10.0,0.0,28.7
75,75,70.0,10.0,20.0,0.064,67.0,571,99,1,329,57.099999999999994,9.9,0.1,32.9
76,76,70.0,10.0,20.0,0.064,72.89999999999999,629,100,0,271,62.9,10.0,0.0,27.1
77,77,70.0,10.0,20.0,0.064,68.7,589,98,2,311,58.9,9.8,0.2,31.1
78,78,70.0,10.0,20.0,0.064,69.5,595,100,0,305,59.5,10.0,0.0,30.5
79,79,70.0,10.0,20.0,0.064,68.4,584,100,0,316,58.4,10.0,0.0,31.6
80,80,70.0,10.0,20.0,0.064,70.39999999999999,604,100,0,296,60.4,10.0,0.0,29.599999999999998
81,81,70.0,10.0,20.0,0.064,73.2,634,98,2,266,63.4,9.8,0.2,26.6
82,82,70.0,10.0,20.0,0.064,68.0,580,100,0,320,57.99999999999999,10.0,0.0,32.0
83,83,70.0,10.0,20.0,0.064,69.3,595,98,2,305,59.5,9.8,0.2,30.5
84,84,70.0,10.0,20.0,0.064,69.5,595,100,0,305,59.5,10.0,0.0,30.5
85,85,70.0,10.0,20.0,0.064,70.5,606,99,1,294,60.6,9.9,0.1,29.4
86,86,70.0,10.0,20.0,0.064,68.10000000000001,581,100,0,319,58.099999999999994,10.0,0.0,31.900000000000002
87,87,70.0,10.0,20.0,0.064,67.80000000000001,579,99,1,321,57.9,9.9,0.1,32.1
88,88,70.0,10.0,20.0,0.064,66.60000000000001,567,99,1,333,56.699999999999996,9.9,0.1,33.300000000000004
89,89,70.0,10.0,20.0,0.064,68.10000000000001,581,100,0,319,58.099999999999994,10.0,0.0,31.900000000000002
90,90,70.0,10.0,20.0,0.064,69.69999999999999,599,98,2,301,59.9,9.8,0.2,30.099999999999998
91,91,70.0,10.0,20.0,0.064,71.5,616,99,1,284,61.6,9.9,0.1,28.4
92,92,70.0,10.0,20.0,0.064,69.3,594,99,1,306,59.4,9.9,0.1,30.599999999999998
93,93,70.0,10.0,20.0,0.064,69.0,591,99,1,309,59.099999999999994,9.9,0.1,30.9
94,94,70.0,10.0,20.0,0.064,69.89999999999999,600,99,1,300,60.0,9.9,0.1,30.0
95,95,70.0,10.0,20.0,0.064,69.1,592,99,1,308,59.199999999999996,9.9,0.1,30.8
96,96,70.0,10.0,20.0,0.064,68.89999999999999,591,98,2,309,59.099999999999994,9.8,0.2,30.9
97,97,70.0,10.0,20.0,0.064,69.3,594,99,1,306,59.4,9.9,0.1,30.599999999999998
98,98,70.0,10.0,20.0,0.064,69.19999999999999,592,100,0,308,59.199999999999996,10.0,0.0,30.8
99,99,70.0,10.0,20.0,0.064,70.3,603,100,0,297,60.3,10.0,0.0,29.7
