,Simulation number,Percent of coerced cars,Percent of lying cars,Percent of honest cars,Density,Accuracy,True Positives,True Negatives,False Positives,False Negatives,Percent True Positives,Percent True Negatives,Percent False Positives,Percent False Negatives
18,18,20.0,10.0,70.0,0.064,68.5,585,100,0,315,58.5,10.0,0.0,31.5
19,19,20.0,10.0,70.0,0.064,72.0,621,99,1,279,62.1,9.9,0.1,27.900000000000002
20,20,20.0,10.0,70.0,0.064,68.60000000000001,588,98,2,312,58.8,9.8,0.2,31.2
21,21,20.0,10.0,70.0,0.064,68.4,584,100,0,316,58.4,10.0,0.0,31.6
22,22,20.0,10.0,70.0,0.064,70.3,605,98,2,295,60.5,9.8,0.2,29.5
23,23,20.0,10.0,70.0,0.064,68.7,590,97,3,310,59.0,9.700000000000001,0.3,31.0
24,24,20.0,10.0,70.0,0.064,70.1,603,98,2,297,60.3,9.8,0.2,29.7
25,25,20.0,10.0,70.0,0.064,69.3,595,98,2,305,59.5,9.8,0.2,30.5
26,26,20.0,10.0,70.0,0.064,70.19999999999999,603,99,1,297,60.3,9.9,0.1,29.7
27,27,20.0,10.0,70.0,0.064,71.6,617,99,1,283,61.7,9.9,0.1,28.299999999999997
28,28,20.0,10.0,70.0,0.064,70.3,603,100,0,297,60.3,10.0,0.0,29.7
29,29,20.0,10.0,70.0,0.064,71.5,615,100,0,285,61.5,10.0,0.0,28.499999999999996
30,30,20.0,10.0,70.0,0.064,69.89999999999999,599,100,0,301,59.9,10.0,0.0,30.099999999999998
31,31,20.0,10.0,70.0,0.064,70.6,607,99,1,293,60.699999999999996,9.9,0.1,29.299999999999997
32,32,20.0,10.0,70.0,0.064,69.0,590,100,0,310,59.0,10.0,0.0,31.0
33,33,20.0,10.0,70.0,0.064,67.9,579,100,0,321,57.9,10.0,0.0,32.1
34,34,20.0,10.0,70.0,0.064,72.3,626,97,3,274,62.6,9.700000000000001,0.3,27.400000000000002
35,35,20.0,10.0,70.0,0.064,70.1,603,98,2,297,60.3,9.8,0.2,29.7
36,36,20.0,10.0,70.0,0.064,67.2,573,99,1,327,57.3,9.9,0.1,32.7
37,37,20.0,10.0,70.0,0.064,70.6,608,98,2,292,60.8,9.8,0.2,29.2
38,38,20.0,10.0,70.0,0.064,68.4,584,100,0,316,58.4,10.0,0.0,31.6
39,39,20.0,10.0,70.0,0.064,67.30000000000001,573,100,0,327,57.3,10.0,0.0,32.7
40,40,20.0,10.0,70.0,0.064,66.5,565,100,0,335,56.49999999999999,10.0,0.0,33.5
41,41,20.0,10.0,70.0,0.064,71.0,612,98,2,288,61.199999999999996,9.8,0.2,28.799999999999997
42,42,20.0,10.0,70.0,0.064,70.1,603,98,2,297,60.3,9.8,0.2,29.7
43,43,20.0,10.0,70.0,0.064,67.30000000000001,573,100,0,327,57.3,10.0,0.0,32.7
44,44,20.0,10.0,70.0,0.064,69.6,597,99,1,303,59.699999999999996,9.9,0.1,30.3
45,45,20.0,10.0,70.0,0.064,67.80000000000001,580,98,2,320,57.99999999999999,9.8,0.2,32.0
46,46,20.0,10.0,70.0,0.064,70.39999999999999,605,99,1,295,60.5,9.9,0.1,29.5
47,47,20.0,10.0,70.0,0.064,69.69999999999999,599,98,2,301,59.9,9.8,0.2,30.099999999999998
48,48,20.0,10.0,70.0,0.064,68.2,583,99,1,317,58.3,9.9,0.1,31.7
49,49,20.0,10.0,70.0,0.064,68.89999999999999,590,99,1,310,59.0,9.9,0.1,31.0
50,50,20.0,10.0,70.0,0.064,70.3,605,98,2,295,60.5,9.8,0.2,29.5
51,51,20.0,10.0,70.0,0.064,70.3,603,100,0,297,60.3,10.0,0.0,29.7
52,52,20.0,10.0,70.0,0.064,67.80000000000001,579,99,1,321,57.9,9.9,0.1,32.1
53,53,20.0,10.0,70.0,0.064,68.2,586,96,4,314,58.599999999999994,9.6,0.4,31.4
54,54,20.0,10.0,70.0,0.064,69.3,593,100,0,307,59.3,10.0,0.0,30.7
55,55,20.0,10.0,70.0,0.064,69.1,591,100,0,309,59.099999999999994,10.0,0.0,30.9
56,56,20.0,10.0,70.0,0.064,71.1,611,100,0,289,61.1,10.0,0.0,28.9
57,57,20.0,10.0,70.0,0.064,70.19999999999999,602,100,0,298,60.199999999999996,10.0,0.0,29.799999999999997
58,58,20.0,10.0,70.0,0.064,69.19999999999999,595,97,3,305,59.5,9.700000000000001,0.3,30.5
59,59,20.0,10.0,70.0,0.064,69.6,598,98,2,302,59.8,9.8,0.2,30.2
60,60,20.0,10.0,70.0,0.064,66.9,569,100,0,331,56.89999999999999,10.0,0.0,33.1
61,61,20.0,10.0,70.0,0.064,68.30000000000001,583,100,0,317,58.3,10.0,0.0,31.7
62,62,20.0,10.0,70.0,0.064,69.5,596,99,1,304,59.599999999999994,9.9,0.1,30.4
63,63,20.0,10.0,70.0,0.064,71.39999999999999,614,100,0,286,61.4,10.0,0.0,28.599999999999998
64,64,20.0,10.0,70.0,0.064,71.2,614,98,2,286,61.4,9.8,0.2,28.599999999999998
65,65,20.0,10.0,70.0,0.064,69.5,595,100,0,305,59.5,10.0,0.0,30.5
66,66,20.0,10.0,70.0,0.064,68.7,587,100,0,313,58.699999999999996,10.0,0.0,31.3
67,67,20.0,10.0,70.0,0.064,69.3,594,99,1,306,59.4,9.9,0.1,30.599999999999998
68,68,20.0,10.0,70.0,0.064,70.1,602,99,1,298,60.199999999999996,9.9,0.1,29.799999999999997
69,69,20.0,10.0,70.0,0.064,70.0,600,100,0,300,60.0,10.0,0.0,30.0
70,70,20.0,10.0,70.0,0.064,69.6,596,100,0,304,59.599999999999994,10.0,0.0,30.4
71,71,20.0,10.0,70.0,0.064,70.6,606,100,0,294,60.6,10.0,0.0,29.4
72,72,20.0,10.0,70.0,0.064,69.3,593,100,0,307,59.3,10.0,0.0,30.7
73,73,20.0,10.0,70.0,0.064,67.5,575,100,0,325,57.49999999999999,10.0,0.0,32.5
74,74,20.0,10.0,70.0,0.064,69.3,593,100,0,307,59.3,10.0,0.0,30.7
75,75,20.0,10.0,70.0,0.064,69.89999999999999,600,99,1,300,60.0,9.9,0.1,30.0
76,76,20.0,10.0,70.0,0.064,68.4,585,99,1,315,58.5,9.9,0.1,31.5
77,77,20.0,10.0,70.0,0.064,69.89999999999999,600,99,1,300,60.0,9.9,0.1,30.0
78,78,20.0,10.0,70.0,0.064,68.2,583,99,1,317,58.3,9.9,0.1,31.7
79,79,20.0,10.0,70.0,0.064,68.89999999999999,591,98,2,309,59.099999999999994,9.8,0.2,30.9
80,80,20.0,10.0,70.0,0.064,71.3,614,99,1,286,61.4,9.9,0.1,28.599999999999998
81,81,20.0,10.0,70.0,0.064,69.39999999999999,595,99,1,305,59.5,9.9,0.1,30.5
82,82,20.0,10.0,70.0,0.064,69.89999999999999,600,99,1,300,60.0,9.9,0.1,30.0
83,83,20.0,10.0,70.0,0.064,71.0,612,98,2,288,61.199999999999996,9.8,0.2,28.799999999999997
84,84,20.0,10.0,70.0,0.064,67.30000000000001,574,99,1,326,57.4,9.9,0.1,32.6
85,85,20.0,10.0,70.0,0.064,73.0,630,100,0,270,63.0,10.0,0.0,27.0
86,86,20.0,10.0,70.0,0.064,70.0,600,100,0,300,60.0,10.0,0.0,30.0
87,87,20.0,10.0,70.0,0.064,71.0,610,100,0,290,61.0,10.0,0.0,28.999999999999996
88,88,20.0,10.0,70.0,0.064,68.7,589,98,2,311,58.9,9.8,0.2,31.1
89,89,20.0,10.0,70.0,0.064,70.1,603,98,2,297,60.3,9.8,0.2,29.7
90,90,20.0,10.0,70.0,0.064,68.8,588,100,0,312,58.8,10.0,0.0,31.2
91,91,20.0,10.0,70.0,0.064,69.6,598,98,2,302,59.8,9.8,0.2,30.2
92,92,20.0,10.0,70.0,0.064,68.7,590,97,3,310,59.0,9.700000000000001,0.3,31.0
93,93,20.0,10.0,70.0,0.064,70.8,608,100,0,292,60.8,10.0,0.0,29.2
94,94,20.0,10.0,70.0,0.064,70.39999999999999,604,100,0,296,60.4,10.0,0.0,29.599999999999998
95,95,20.0,10.0,70.0,0.064,69.6,597,99,1,303,59.699999999999996,9.9,0.1,30.3
96,96,20.0,10.0,70.0,0.064,67.4,576,98,2,324,57.599999999999994,9.8,0.2,32.4
97,97,20.0,10.0,70.0,0.064,69.39999999999999,594,100,0,306,59.4,10.0,0.0,30.599999999999998
98,98,20.0,10.0,70.0,0.064,69.5,595,100,0,305,59.5,10.0,0.0,30.5
99,99,20.0,10.0,70.0,0.064,71.7,618,99,1,282,61.8,9.9,0.1,28.199999999999996
