,Simulation number,Percent of coerced cars,Percent of lying cars,Percent of honest cars,Density,Accuracy,True Positives,True Negatives,False Positives,False Negatives,Percent True Positives,Percent True Negatives,Percent False Positives,Percent False Negatives
61,61,25.0,12.5,62.5,0.08,64.375,416,99,1,284,52.0,12.375,0.125,35.5
62,62,25.0,12.5,62.5,0.08,60.875,387,100,0,313,48.375,12.5,0.0,39.125
63,63,25.0,12.5,62.5,0.08,61.375,392,99,1,308,49.0,12.375,0.125,38.5
64,64,25.0,12.5,62.5,0.08,65.5,425,99,1,275,53.125,12.375,0.125,34.375
65,65,25.0,12.5,62.5,0.08,63.0,405,99,1,295,50.625,12.375,0.125,36.875
66,66,25.0,12.5,62.5,0.08,67.5,444,96,4,256,55.50000000000001,12.0,0.5,32.0
67,67,25.0,12.5,62.5,0.08,64.75,419,99,1,281,52.37500000000001,12.375,0.125,35.125
68,68,25.0,12.5,62.5,0.08,62.625,401,100,0,299,50.125,12.5,0.0,37.375
69,69,25.0,12.5,62.5,0.08,65.375,424,99,1,276,53.0,12.375,0.125,34.5
70,70,25.0,12.5,62.5,0.08,64.75,419,99,1,281,52.37500000000001,12.375,0.125,35.125
71,71,25.0,12.5,62.5,0.08,61.625,393,100,0,307,49.125,12.5,0.0,38.375
72,72,25.0,12.5,62.5,0.08,64.125,414,99,1,286,51.74999999999999,12.375,0.125,35.75
73,73,25.0,12.5,62.5,0.08,65.25,422,100,0,278,52.75,12.5,0.0,34.75
74,74,25.0,12.5,62.5,0.08,63.5,408,100,0,292,51.0,12.5,0.0,36.5
75,75,25.0,12.5,62.5,0.08,65.5,427,97,3,273,53.37499999999999,12.125,0.375,34.125
76,76,25.0,12.5,62.5,0.08,63.5,408,100,0,292,51.0,12.5,0.0,36.5
77,77,25.0,12.5,62.5,0.08,64.0,413,99,1,287,51.625,12.375,0.125,35.875
78,78,25.0,12.5,62.5,0.08,65.25,423,99,1,277,52.87500000000001,12.375,0.125,34.625
79,79,25.0,12.5,62.5,0.08,65.0,421,99,1,279,52.625,12.375,0.125,34.875
80,80,25.0,12.5,62.5,0.08,65.25,422,100,0,278,52.75,12.5,0.0,34.75
81,81,25.0,12.5,62.5,0.08,63.625,411,98,2,289,51.37500000000001,12.25,0.25,36.125
82,82,25.0,12.5,62.5,0.08,63.74999999999999,410,100,0,290,51.24999999999999,12.5,0.0,36.25
83,83,25.0,12.5,62.5,0.08,63.24999999999999,407,99,1,293,50.875,12.375,0.125,36.625
84,84,25.0,12.5,62.5,0.08,65.125,421,100,0,279,52.625,12.5,0.0,34.875
85,85,25.0,12.5,62.5,0.08,64.375,415,100,0,285,51.87500000000001,12.5,0.0,35.625
86,86,25.0,12.5,62.5,0.08,62.875,407,96,4,293,50.875,12.0,0.5,36.625
87,87,25.0,12.5,62.5,0.08,62.625,403,98,2,297,50.375,12.25,0.25,37.125
88,88,25.0,12.5,62.5,0.08,62.625,401,100,0,299,50.125,12.5,0.0,37.375
89,89,25.0,12.5,62.5,0.08,61.875,396,99,1,304,49.5,12.375,0.125,38.0
90,90,25.0,12.5,62.5,0.08,64.625,418,99,1,282,52.25,12.375,0.125,35.25
91,91,25.0,12.5,62.5,0.08,59.25,374,100,0,326,46.75,12.5,0.0,40.75
92,92,25.0,12.5,62.5,0.08,62.375,400,99,1,300,50.0,12.375,0.125,37.5
93,93,25.0,12.5,62.5,0.08,63.375,408,99,1,292,51.0,12.375,0.125,36.5
94,94,25.0,12.5,62.5,0.08,63.74999999999999,411,99,1,289,51.37500000000001,12.375,0.125,36.125
95,95,25.0,12.5,62.5,0.08,64.875,419,100,0,281,52.37500000000001,12.5,0.0,35.125
96,96,25.0,12.5,62.5,0.08,63.0,406,98,2,294,50.74999999999999,12.25,0.25,36.75
97,97,25.0,12.5,62.5,0.08,64.5,417,99,1,283,52.125,12.375,0.125,35.375
98,98,25.0,12.5,62.5,0.08,64.0,412,100,0,288,51.5,12.5,0.0,36.0
99,99,25.0,12.5,62.5,0.08,62.5,401,99,1,299,50.125,12.375,0.125,37.375
