,Unnamed: 0,Simulation number,Percent of coerced cars,Percent of lying cars,Percent of honest cars,Density,Accuracy,True Positives,True Negatives,False Positives,False Negatives,Percent True Positives,Percent True Negatives,Percent False Positives,Percent False Negatives
53,53,53,20.0,10.0,70.0,0.064,69.0,592,98,2,308,59.2,9.8,0.2,30.8
54,54,54,20.0,10.0,70.0,0.064,71.1,611,100,0,289,61.1,10.0,0.0,28.9
55,55,55,20.0,10.0,70.0,0.064,68.4,585,99,1,315,58.5,9.9,0.1,31.5
56,56,56,20.0,10.0,70.0,0.064,67.7,577,100,0,323,57.7,10.0,0.0,32.300000000000004
57,57,57,20.0,10.0,70.0,0.064,68.89999999999999,589,100,0,311,58.9,10.0,0.0,31.1
58,58,58,20.0,10.0,70.0,0.064,68.60000000000001,587,99,1,313,58.7,9.9,0.1,31.3
59,59,59,20.0,10.0,70.0,0.064,68.60000000000001,587,99,1,313,58.7,9.9,0.1,31.3
60,60,60,20.0,10.0,70.0,0.064,69.89999999999999,599,100,0,301,59.9,10.0,0.0,30.1
61,61,61,20.0,10.0,70.0,0.064,69.6,599,97,3,301,59.9,9.7,0.3,30.1
62,62,62,20.0,10.0,70.0,0.064,71.1,611,100,0,289,61.1,10.0,0.0,28.9
63,63,63,20.0,10.0,70.0,0.064,69.69999999999999,597,100,0,303,59.7,10.0,0.0,30.3
64,64,64,20.0,10.0,70.0,0.064,71.39999999999999,618,96,4,282,61.8,9.6,0.4,28.2
65,65,65,20.0,10.0,70.0,0.064,69.8,600,98,2,300,60.0,9.8,0.2,30.0
66,66,66,20.0,10.0,70.0,0.064,67.9,581,98,2,319,58.1,9.8,0.2,31.9
67,67,67,20.0,10.0,70.0,0.064,69.1,591,100,0,309,59.1,10.0,0.0,30.9
68,68,68,20.0,10.0,70.0,0.064,68.5,585,100,0,315,58.5,10.0,0.0,31.5
69,69,69,20.0,10.0,70.0,0.064,68.30000000000001,583,100,0,317,58.3,10.0,0.0,31.7
70,70,70,20.0,10.0,70.0,0.064,70.0,603,97,3,297,60.3,9.7,0.3,29.7
71,71,71,20.0,10.0,70.0,0.064,70.19999999999999,603,99,1,297,60.3,9.9,0.1,29.7
72,72,72,20.0,10.0,70.0,0.064,68.60000000000001,586,100,0,314,58.6,10.0,0.0,31.4
73,73,73,20.0,10.0,70.0,0.064,68.30000000000001,585,98,2,315,58.5,9.8,0.2,31.5
74,74,74,20.0,10.0,70.0,0.064,71.3,613,100,0,287,61.3,10.0,0.0,28.7
75,75,75,20.0,10.0,70.0,0.064,70.1,602,99,1,298,60.2,9.9,0.1,29.8
76,76,76,20.0,10.0,70.0,0.064,67.4,575,99,1,325,57.49999999999999,9.9,0.1,32.5
77,77,77,20.0,10.0,70.0,0.064,69.89999999999999,600,99,1,300,60.0,9.9,0.1,30.0
78,78,78,20.0,10.0,70.0,0.064,68.5,587,98,2,313,58.7,9.8,0.2,31.3
79,79,79,20.0,10.0,70.0,0.064,71.1,613,98,2,287,61.3,9.8,0.2,28.7
80,80,80,20.0,10.0,70.0,0.064,70.8,608,100,0,292,60.8,10.0,0.0,29.2
81,81,81,20.0,10.0,70.0,0.064,70.7,607,100,0,293,60.7,10.0,0.0,29.3
82,82,82,20.0,10.0,70.0,0.064,69.89999999999999,599,100,0,301,59.9,10.0,0.0,30.1
83,83,83,20.0,10.0,70.0,0.064,68.60000000000001,587,99,1,313,58.7,9.9,0.1,31.3
84,84,84,20.0,10.0,70.0,0.064,67.30000000000001,574,99,1,326,57.4,9.9,0.1,32.6
85,85,85,20.0,10.0,70.0,0.064,69.89999999999999,601,98,2,299,60.1,9.8,0.2,29.9
86,86,86,20.0,10.0,70.0,0.064,67.80000000000001,579,99,1,321,57.9,9.9,0.1,32.1
87,87,87,20.0,10.0,70.0,0.064,69.3,594,99,1,306,59.4,9.9,0.1,30.6
88,88,88,20.0,10.0,70.0,0.064,67.4,575,99,1,325,57.49999999999999,9.9,0.1,32.5
89,89,89,20.0,10.0,70.0,0.064,68.30000000000001,584,99,1,316,58.4,9.9,0.1,31.6
