,Simulation number,Percent of coerced cars,Percent of lying cars,Percent of honest cars,Density,Accuracy,True Positives,True Negatives,False Positives,False Negatives,Percent True Positives,Percent True Negatives,Percent False Positives,Percent False Negatives
0,0,33.33333333333333,16.666666666666664,50.0,0.10666666666666667,57.49999999999999,246,99,1,254,41.0,16.5,0.16666666666666669,42.333333333333336
1,1,33.33333333333333,16.666666666666664,50.0,0.10666666666666667,59.5,257,100,0,243,42.833333333333336,16.666666666666664,0.0,40.5
2,2,33.33333333333333,16.666666666666664,50.0,0.10666666666666667,54.833333333333336,230,99,1,270,38.333333333333336,16.5,0.16666666666666669,45.0
3,3,33.33333333333333,16.666666666666664,50.0,0.10666666666666667,56.00000000000001,236,100,0,264,39.33333333333333,16.666666666666664,0.0,44.0
4,4,33.33333333333333,16.666666666666664,50.0,0.10666666666666667,54.666666666666664,229,99,1,271,38.166666666666664,16.5,0.16666666666666669,45.166666666666664
5,5,33.33333333333333,16.666666666666664,50.0,0.10666666666666667,55.50000000000001,233,100,0,267,38.83333333333333,16.666666666666664,0.0,44.5
6,6,33.33333333333333,16.666666666666664,50.0,0.10666666666666667,63.66666666666667,282,100,0,218,47.0,16.666666666666664,0.0,36.333333333333336
7,7,33.33333333333333,16.666666666666664,50.0,0.10666666666666667,57.833333333333336,248,99,1,252,41.333333333333336,16.5,0.16666666666666669,42.0
8,8,33.33333333333333,16.666666666666664,50.0,0.10666666666666667,55.666666666666664,236,98,2,264,39.33333333333333,16.333333333333332,0.33333333333333337,44.0
9,9,33.33333333333333,16.666666666666664,50.0,0.10666666666666667,56.333333333333336,241,97,3,259,40.166666666666664,16.166666666666664,0.5,43.166666666666664
10,10,33.33333333333333,16.666666666666664,50.0,0.10666666666666667,58.666666666666664,255,97,3,245,42.5,16.166666666666664,0.5,40.833333333333336
11,11,33.33333333333333,16.666666666666664,50.0,0.10666666666666667,58.666666666666664,254,98,2,246,42.333333333333336,16.333333333333332,0.33333333333333337,41.0
12,12,33.33333333333333,16.666666666666664,50.0,0.10666666666666667,55.833333333333336,235,100,0,265,39.166666666666664,16.666666666666664,0.0,44.166666666666664
13,13,33.33333333333333,16.666666666666664,50.0,0.10666666666666667,56.833333333333336,241,100,0,259,40.166666666666664,16.666666666666664,0.0,43.166666666666664
14,14,33.33333333333333,16.666666666666664,50.0,0.10666666666666667,59.833333333333336,260,99,1,240,43.333333333333336,16.5,0.16666666666666669,40.0
15,15,33.33333333333333,16.666666666666664,50.0,0.10666666666666667,56.666666666666664,241,99,1,259,40.166666666666664,16.5,0.16666666666666669,43.166666666666664
16,16,33.33333333333333,16.666666666666664,50.0,0.10666666666666667,57.666666666666664,247,99,1,253,41.16666666666667,16.5,0.16666666666666669,42.16666666666667
17,17,33.33333333333333,16.666666666666664,50.0,0.10666666666666667,58.666666666666664,252,100,0,248,42.0,16.666666666666664,0.0,41.333333333333336
18,18,33.33333333333333,16.666666666666664,50.0,0.10666666666666667,54.166666666666664,225,100,0,275,37.5,16.666666666666664,0.0,45.83333333333333
19,19,33.33333333333333,16.666666666666664,50.0,0.10666666666666667,53.333333333333336,221,99,1,279,36.833333333333336,16.5,0.16666666666666669,46.5
20,20,33.33333333333333,16.666666666666664,50.0,0.10666666666666667,59.0,255,99,1,245,42.5,16.5,0.16666666666666669,40.833333333333336
21,21,33.33333333333333,16.666666666666664,50.0,0.10666666666666667,57.49999999999999,247,98,2,253,41.16666666666667,16.333333333333332,0.33333333333333337,42.16666666666667
22,22,33.33333333333333,16.666666666666664,50.0,0.10666666666666667,55.166666666666664,232,99,1,268,38.666666666666664,16.5,0.16666666666666669,44.666666666666664
23,23,33.33333333333333,16.666666666666664,50.0,0.10666666666666667,56.833333333333336,243,98,2,257,40.5,16.333333333333332,0.33333333333333337,42.833333333333336
24,24,33.33333333333333,16.666666666666664,50.0,0.10666666666666667,59.0,255,99,1,245,42.5,16.5,0.16666666666666669,40.833333333333336
25,25,33.33333333333333,16.666666666666664,50.0,0.10666666666666667,55.666666666666664,236,98,2,264,39.33333333333333,16.333333333333332,0.33333333333333337,44.0
26,26,33.33333333333333,16.666666666666664,50.0,0.10666666666666667,60.0,260,100,0,240,43.333333333333336,16.666666666666664,0.0,40.0
27,27,33.33333333333333,16.666666666666664,50.0,0.10666666666666667,59.66666666666667,258,100,0,242,43.0,16.666666666666664,0.0,40.33333333333333
28,28,33.33333333333333,16.666666666666664,50.0,0.10666666666666667,58.166666666666664,249,100,0,251,41.5,16.666666666666664,0.0,41.833333333333336
29,29,33.33333333333333,16.666666666666664,50.0,0.10666666666666667,54.333333333333336,227,99,1,273,37.833333333333336,16.5,0.16666666666666669,45.5
30,30,33.33333333333333,16.666666666666664,50.0,0.10666666666666667,59.166666666666664,256,99,1,244,42.66666666666667,16.5,0.16666666666666669,40.666666666666664
31,31,33.33333333333333,16.666666666666664,50.0,0.10666666666666667,58.666666666666664,253,99,1,247,42.16666666666667,16.5,0.16666666666666669,41.16666666666667
32,32,33.33333333333333,16.666666666666664,50.0,0.10666666666666667,57.99999999999999,250,98,2,250,41.66666666666667,16.333333333333332,0.33333333333333337,41.66666666666667
33,33,33.33333333333333,16.666666666666664,50.0,0.10666666666666667,58.666666666666664,252,100,0,248,42.0,16.666666666666664,0.0,41.333333333333336
34,34,33.33333333333333,16.666666666666664,50.0,0.10666666666666667,54.166666666666664,225,100,0,275,37.5,16.666666666666664,0.0,45.83333333333333
35,35,33.33333333333333,16.666666666666664,50.0,0.10666666666666667,58.833333333333336,254,99,1,246,42.333333333333336,16.5,0.16666666666666669,41.0
