,Simulation number,Percent of coerced cars,Percent of lying cars,Percent of honest cars,Density,Accuracy,True Positives,True Negatives,False Positives,False Negatives,Percent True Positives,Percent True Negatives,Percent False Positives,Percent False Negatives
17,17,40.0,20.0,40.0,0.128,53.6,168,100,0,232,33.6,20.0,0.0,46.400000000000006
18,18,40.0,20.0,40.0,0.128,49.8,150,99,1,250,30.0,19.8,0.2,50.0
19,19,40.0,20.0,40.0,0.128,58.199999999999996,191,100,0,209,38.2,20.0,0.0,41.8
20,20,40.0,20.0,40.0,0.128,55.60000000000001,178,100,0,222,35.6,20.0,0.0,44.4
21,21,40.0,20.0,40.0,0.128,55.800000000000004,181,98,2,219,36.199999999999996,19.6,0.4,43.8
22,22,40.0,20.0,40.0,0.128,59.199999999999996,196,100,0,204,39.2,20.0,0.0,40.8
23,23,40.0,20.0,40.0,0.128,54.800000000000004,175,99,1,225,35.0,19.8,0.2,45.0
24,24,40.0,20.0,40.0,0.128,52.6,163,100,0,237,32.6,20.0,0.0,47.4
25,25,40.0,20.0,40.0,0.128,56.2,181,100,0,219,36.199999999999996,20.0,0.0,43.8
26,26,40.0,20.0,40.0,0.128,52.400000000000006,163,99,1,237,32.6,19.8,0.2,47.4
27,27,40.0,20.0,40.0,0.128,55.800000000000004,180,99,1,220,36.0,19.8,0.2,44.0
28,28,40.0,20.0,40.0,0.128,53.6,168,100,0,232,33.6,20.0,0.0,46.400000000000006
29,29,40.0,20.0,40.0,0.128,55.60000000000001,179,99,1,221,35.8,19.8,0.2,44.2
30,30,40.0,20.0,40.0,0.128,55.60000000000001,178,100,0,222,35.6,20.0,0.0,44.4
31,31,40.0,20.0,40.0,0.128,55.60000000000001,179,99,1,221,35.8,19.8,0.2,44.2
32,32,40.0,20.0,40.0,0.128,55.800000000000004,179,100,0,221,35.8,20.0,0.0,44.2
33,33,40.0,20.0,40.0,0.128,50.2,151,100,0,249,30.2,20.0,0.0,49.8
34,34,40.0,20.0,40.0,0.128,55.400000000000006,177,100,0,223,35.4,20.0,0.0,44.6
35,35,40.0,20.0,40.0,0.128,49.4,147,100,0,253,29.4,20.0,0.0,50.6
36,36,40.0,20.0,40.0,0.128,56.2,183,98,2,217,36.6,19.6,0.4,43.4
37,37,40.0,20.0,40.0,0.128,51.2,156,100,0,244,31.2,20.0,0.0,48.8
38,38,40.0,20.0,40.0,0.128,50.2,151,100,0,249,30.2,20.0,0.0,49.8
39,39,40.0,20.0,40.0,0.128,53.400000000000006,167,100,0,233,33.4,20.0,0.0,46.6
40,40,40.0,20.0,40.0,0.128,57.199999999999996,188,98,2,212,37.6,19.6,0.4,42.4
41,41,40.0,20.0,40.0,0.128,53.800000000000004,170,99,1,230,34.0,19.8,0.2,46.0
42,42,40.0,20.0,40.0,0.128,54.800000000000004,175,99,1,225,35.0,19.8,0.2,45.0
43,43,40.0,20.0,40.0,0.128,54.6,173,100,0,227,34.599999999999994,20.0,0.0,45.4
44,44,40.0,20.0,40.0,0.128,55.400000000000006,177,100,0,223,35.4,20.0,0.0,44.6
45,45,40.0,20.0,40.0,0.128,55.2,176,100,0,224,35.199999999999996,20.0,0.0,44.800000000000004
46,46,40.0,20.0,40.0,0.128,54.2,173,98,2,227,34.599999999999994,19.6,0.4,45.4
47,47,40.0,20.0,40.0,0.128,52.2,161,100,0,239,32.2,20.0,0.0,47.8
48,48,40.0,20.0,40.0,0.128,53.400000000000006,167,100,0,233,33.4,20.0,0.0,46.6
49,49,40.0,20.0,40.0,0.128,55.2,177,99,1,223,35.4,19.8,0.2,44.6
50,50,40.0,20.0,40.0,0.128,54.0,170,100,0,230,34.0,20.0,0.0,46.0
51,51,40.0,20.0,40.0,0.128,51.4,158,99,1,242,31.6,19.8,0.2,48.4
52,52,40.0,20.0,40.0,0.128,53.0,167,98,2,233,33.4,19.6,0.4,46.6
53,53,40.0,20.0,40.0,0.128,53.2,166,100,0,234,33.2,20.0,0.0,46.800000000000004
54,54,40.0,20.0,40.0,0.128,47.0,136,99,1,264,27.200000000000003,19.8,0.2,52.800000000000004
55,55,40.0,20.0,40.0,0.128,55.00000000000001,176,99,1,224,35.199999999999996,19.8,0.2,44.800000000000004
56,56,40.0,20.0,40.0,0.128,57.199999999999996,186,100,0,214,37.2,20.0,0.0,42.8
57,57,40.0,20.0,40.0,0.128,56.8,185,99,1,215,37.0,19.8,0.2,43.0
58,58,40.0,20.0,40.0,0.128,53.400000000000006,167,100,0,233,33.4,20.0,0.0,46.6
59,59,40.0,20.0,40.0,0.128,58.599999999999994,193,100,0,207,38.6,20.0,0.0,41.4
60,60,40.0,20.0,40.0,0.128,53.0,168,97,3,232,33.6,19.400000000000002,0.6,46.400000000000006
61,61,40.0,20.0,40.0,0.128,56.00000000000001,181,99,1,219,36.199999999999996,19.8,0.2,43.8
62,62,40.0,20.0,40.0,0.128,56.00000000000001,180,100,0,220,36.0,20.0,0.0,44.0
63,63,40.0,20.0,40.0,0.128,54.400000000000006,172,100,0,228,34.4,20.0,0.0,45.6
64,64,40.0,20.0,40.0,0.128,51.4,159,98,2,241,31.8,19.6,0.4,48.199999999999996
65,65,40.0,20.0,40.0,0.128,53.0,166,99,1,234,33.2,19.8,0.2,46.800000000000004
66,66,40.0,20.0,40.0,0.128,51.800000000000004,160,99,1,240,32.0,19.8,0.2,48.0
67,67,40.0,20.0,40.0,0.128,51.4,157,100,0,243,31.4,20.0,0.0,48.6
68,68,40.0,20.0,40.0,0.128,55.400000000000006,179,98,2,221,35.8,19.6,0.4,44.2
69,69,40.0,20.0,40.0,0.128,54.2,171,100,0,229,34.2,20.0,0.0,45.800000000000004
70,70,40.0,20.0,40.0,0.128,51.800000000000004,160,99,1,240,32.0,19.8,0.2,48.0
71,71,40.0,20.0,40.0,0.128,53.400000000000006,167,100,0,233,33.4,20.0,0.0,46.6
72,72,40.0,20.0,40.0,0.128,52.400000000000006,164,98,2,236,32.800000000000004,19.6,0.4,47.199999999999996
73,73,40.0,20.0,40.0,0.128,58.599999999999994,194,99,1,206,38.800000000000004,19.8,0.2,41.199999999999996
74,74,40.0,20.0,40.0,0.128,57.599999999999994,188,100,0,212,37.6,20.0,0.0,42.4
75,75,40.0,20.0,40.0,0.128,53.0,165,100,0,235,33.0,20.0,0.0,47.0
76,76,40.0,20.0,40.0,0.128,54.0,170,100,0,230,34.0,20.0,0.0,46.0
77,77,40.0,20.0,40.0,0.128,54.0,170,100,0,230,34.0,20.0,0.0,46.0
78,78,40.0,20.0,40.0,0.128,52.400000000000006,163,99,1,237,32.6,19.8,0.2,47.4
79,79,40.0,20.0,40.0,0.128,51.2,157,99,1,243,31.4,19.8,0.2,48.6
80,80,40.0,20.0,40.0,0.128,55.00000000000001,175,100,0,225,35.0,20.0,0.0,45.0
81,81,40.0,20.0,40.0,0.128,57.4,188,99,1,212,37.6,19.8,0.2,42.4
82,82,40.0,20.0,40.0,0.128,52.2,162,99,1,238,32.4,19.8,0.2,47.599999999999994
83,83,40.0,20.0,40.0,0.128,55.400000000000006,178,99,1,222,35.6,19.8,0.2,44.4
84,84,40.0,20.0,40.0,0.128,55.00000000000001,175,100,0,225,35.0,20.0,0.0,45.0
85,85,40.0,20.0,40.0,0.128,57.599999999999994,189,99,1,211,37.8,19.8,0.2,42.199999999999996
86,86,40.0,20.0,40.0,0.128,57.199999999999996,189,97,3,211,37.8,19.400000000000002,0.6,42.199999999999996
87,87,40.0,20.0,40.0,0.128,56.2,181,100,0,219,36.199999999999996,20.0,0.0,43.8
88,88,40.0,20.0,40.0,0.128,53.6,168,100,0,232,33.6,20.0,0.0,46.400000000000006
89,89,40.0,20.0,40.0,0.128,49.8,150,99,1,250,30.0,19.8,0.2,50.0
90,90,40.0,20.0,40.0,0.128,56.2,182,99,1,218,36.4,19.8,0.2,43.6
91,91,40.0,20.0,40.0,0.128,50.6,153,100,0,247,30.599999999999998,20.0,0.0,49.4
92,92,40.0,20.0,40.0,0.128,56.2,181,100,0,219,36.199999999999996,20.0,0.0,43.8
93,93,40.0,20.0,40.0,0.128,54.0,170,100,0,230,34.0,20.0,0.0,46.0
94,94,40.0,20.0,40.0,0.128,54.6,173,100,0,227,34.599999999999994,20.0,0.0,45.4
95,95,40.0,20.0,40.0,0.128,48.199999999999996,142,99,1,258,28.4,19.8,0.2,51.6
96,96,40.0,20.0,40.0,0.128,52.6,163,100,0,237,32.6,20.0,0.0,47.4
97,97,40.0,20.0,40.0,0.128,56.99999999999999,186,99,1,214,37.2,19.8,0.2,42.8
98,98,40.0,20.0,40.0,0.128,53.400000000000006,168,99,1,232,33.6,19.8,0.2,46.400000000000006
99,99,40.0,20.0,40.0,0.128,54.400000000000006,172,100,0,228,34.4,20.0,0.0,45.6
