,Simulation number,Percent of coerced cars,Percent of lying cars,Percent of honest cars,Density,Accuracy,True Positives,True Negatives,False Positives,False Negatives,Percent True Positives,Percent True Negatives,Percent False Positives,Percent False Negatives
0,0,16.666666666666664,50.0,33.33333333333333,0.10666666666666667,52.5,16,299,1,284,2.666666666666667,49.833333333333336,0.16666666666666669,47.333333333333336
1,1,16.666666666666664,50.0,33.33333333333333,0.10666666666666667,53.0,18,300,0,282,3.0,50.0,0.0,47.0
2,2,16.666666666666664,50.0,33.33333333333333,0.10666666666666667,53.333333333333336,20,300,0,280,3.3333333333333335,50.0,0.0,46.666666666666664
3,3,16.666666666666664,50.0,33.33333333333333,0.10666666666666667,54.0,25,299,1,275,4.166666666666666,49.833333333333336,0.16666666666666669,45.83333333333333
4,4,16.666666666666664,50.0,33.33333333333333,0.10666666666666667,53.833333333333336,23,300,0,277,3.833333333333333,50.0,0.0,46.166666666666664
5,5,16.666666666666664,50.0,33.33333333333333,0.10666666666666667,52.5,16,299,1,284,2.666666666666667,49.833333333333336,0.16666666666666669,47.333333333333336
6,6,16.666666666666664,50.0,33.33333333333333,0.10666666666666667,54.166666666666664,25,300,0,275,4.166666666666666,50.0,0.0,45.83333333333333
7,7,16.666666666666664,50.0,33.33333333333333,0.10666666666666667,53.166666666666664,19,300,0,281,3.166666666666667,50.0,0.0,46.833333333333336
8,8,16.666666666666664,50.0,33.33333333333333,0.10666666666666667,52.0,13,299,1,287,2.166666666666667,49.833333333333336,0.16666666666666669,47.833333333333336
9,9,16.666666666666664,50.0,33.33333333333333,0.10666666666666667,53.5,21,300,0,279,3.5000000000000004,50.0,0.0,46.5
10,10,16.666666666666664,50.0,33.33333333333333,0.10666666666666667,52.83333333333333,17,300,0,283,2.833333333333333,50.0,0.0,47.16666666666667
11,11,16.666666666666664,50.0,33.33333333333333,0.10666666666666667,54.666666666666664,29,299,1,271,4.833333333333333,49.833333333333336,0.16666666666666669,45.166666666666664
12,12,16.666666666666664,50.0,33.33333333333333,0.10666666666666667,52.83333333333333,17,300,0,283,2.833333333333333,50.0,0.0,47.16666666666667
13,13,16.666666666666664,50.0,33.33333333333333,0.10666666666666667,53.333333333333336,21,299,1,279,3.5000000000000004,49.833333333333336,0.16666666666666669,46.5
14,14,16.666666666666664,50.0,33.33333333333333,0.10666666666666667,53.166666666666664,19,300,0,281,3.166666666666667,50.0,0.0,46.833333333333336
15,15,16.666666666666664,50.0,33.33333333333333,0.10666666666666667,52.33333333333333,15,299,1,285,2.5,49.833333333333336,0.16666666666666669,47.5
16,16,16.666666666666664,50.0,33.33333333333333,0.10666666666666667,53.833333333333336,23,300,0,277,3.833333333333333,50.0,0.0,46.166666666666664
17,17,16.666666666666664,50.0,33.33333333333333,0.10666666666666667,55.50000000000001,33,300,0,267,5.5,50.0,0.0,44.5
18,18,16.666666666666664,50.0,33.33333333333333,0.10666666666666667,53.0,18,300,0,282,3.0,50.0,0.0,47.0
19,19,16.666666666666664,50.0,33.33333333333333,0.10666666666666667,52.83333333333333,17,300,0,283,2.833333333333333,50.0,0.0,47.16666666666667
20,20,16.666666666666664,50.0,33.33333333333333,0.10666666666666667,52.5,15,300,0,285,2.5,50.0,0.0,47.5
21,21,16.666666666666664,50.0,33.33333333333333,0.10666666666666667,55.166666666666664,33,298,2,267,5.5,49.666666666666664,0.33333333333333337,44.5
22,22,16.666666666666664,50.0,33.33333333333333,0.10666666666666667,55.166666666666664,31,300,0,269,5.166666666666667,50.0,0.0,44.83333333333333
23,23,16.666666666666664,50.0,33.33333333333333,0.10666666666666667,52.33333333333333,14,300,0,286,2.3333333333333335,50.0,0.0,47.66666666666667
24,24,16.666666666666664,50.0,33.33333333333333,0.10666666666666667,51.5,10,299,1,290,1.6666666666666667,49.833333333333336,0.16666666666666669,48.333333333333336
25,25,16.666666666666664,50.0,33.33333333333333,0.10666666666666667,54.166666666666664,26,299,1,274,4.333333333333334,49.833333333333336,0.16666666666666669,45.666666666666664
26,26,16.666666666666664,50.0,33.33333333333333,0.10666666666666667,56.49999999999999,41,298,2,259,6.833333333333333,49.666666666666664,0.33333333333333337,43.166666666666664
27,27,16.666666666666664,50.0,33.33333333333333,0.10666666666666667,54.0,24,300,0,276,4.0,50.0,0.0,46.0
28,28,16.666666666666664,50.0,33.33333333333333,0.10666666666666667,53.833333333333336,23,300,0,277,3.833333333333333,50.0,0.0,46.166666666666664
29,29,16.666666666666664,50.0,33.33333333333333,0.10666666666666667,52.666666666666664,16,300,0,284,2.666666666666667,50.0,0.0,47.333333333333336
30,30,16.666666666666664,50.0,33.33333333333333,0.10666666666666667,52.166666666666664,13,300,0,287,2.166666666666667,50.0,0.0,47.833333333333336
31,31,16.666666666666664,50.0,33.33333333333333,0.10666666666666667,54.833333333333336,31,298,2,269,5.166666666666667,49.666666666666664,0.33333333333333337,44.83333333333333
32,32,16.666666666666664,50.0,33.33333333333333,0.10666666666666667,53.5,21,300,0,279,3.5000000000000004,50.0,0.0,46.5
33,33,16.666666666666664,50.0,33.33333333333333,0.10666666666666667,52.166666666666664,14,299,1,286,2.3333333333333335,49.833333333333336,0.16666666666666669,47.66666666666667
34,34,16.666666666666664,50.0,33.33333333333333,0.10666666666666667,53.0,18,300,0,282,3.0,50.0,0.0,47.0
35,35,16.666666666666664,50.0,33.33333333333333,0.10666666666666667,52.83333333333333,17,300,0,283,2.833333333333333,50.0,0.0,47.16666666666667
36,36,16.666666666666664,50.0,33.33333333333333,0.10666666666666667,52.83333333333333,17,300,0,283,2.833333333333333,50.0,0.0,47.16666666666667
37,37,16.666666666666664,50.0,33.33333333333333,0.10666666666666667,54.166666666666664,25,300,0,275,4.166666666666666,50.0,0.0,45.83333333333333
38,38,16.666666666666664,50.0,33.33333333333333,0.10666666666666667,52.5,15,300,0,285,2.5,50.0,0.0,47.5
