,Simulation number,Percent of coerced cars,Percent of lying cars,Percent of honest cars,Density,Accuracy,True Positives,True Negatives,False Positives,False Negatives,Percent True Positives,Percent True Negatives,Percent False Positives,Percent False Negatives
56,56,12.5,62.5,25.0,0.08,63.24999999999999,6,500,0,294,0.75,62.5,0.0,36.75
57,57,12.5,62.5,25.0,0.08,62.875,4,499,1,296,0.5,62.375,0.125,37.0
58,58,12.5,62.5,25.0,0.08,63.24999999999999,6,500,0,294,0.75,62.5,0.0,36.75
59,59,12.5,62.5,25.0,0.08,64.25,14,500,0,286,1.7500000000000002,62.5,0.0,35.75
60,60,12.5,62.5,25.0,0.08,63.375,7,500,0,293,0.8750000000000001,62.5,0.0,36.625
61,61,12.5,62.5,25.0,0.08,62.875,3,500,0,297,0.375,62.5,0.0,37.125
62,62,12.5,62.5,25.0,0.08,63.24999999999999,6,500,0,294,0.75,62.5,0.0,36.75
63,63,12.5,62.5,25.0,0.08,63.375,8,499,1,292,1.0,62.375,0.125,36.5
64,64,12.5,62.5,25.0,0.08,63.125,6,499,1,294,0.75,62.375,0.125,36.75
65,65,12.5,62.5,25.0,0.08,63.5,8,500,0,292,1.0,62.5,0.0,36.5
66,66,12.5,62.5,25.0,0.08,63.5,8,500,0,292,1.0,62.5,0.0,36.5
67,67,12.5,62.5,25.0,0.08,62.875,3,500,0,297,0.375,62.5,0.0,37.125
68,68,12.5,62.5,25.0,0.08,63.5,9,499,1,291,1.125,62.375,0.125,36.375
69,69,12.5,62.5,25.0,0.08,63.375,7,500,0,293,0.8750000000000001,62.5,0.0,36.625
70,70,12.5,62.5,25.0,0.08,64.125,13,500,0,287,1.625,62.5,0.0,35.875
71,71,12.5,62.5,25.0,0.08,63.125,5,500,0,295,0.625,62.5,0.0,36.875
72,72,12.5,62.5,25.0,0.08,63.0,4,500,0,296,0.5,62.5,0.0,37.0
73,73,12.5,62.5,25.0,0.08,63.625,9,500,0,291,1.125,62.5,0.0,36.375
74,74,12.5,62.5,25.0,0.08,63.0,5,499,1,295,0.625,62.375,0.125,36.875
75,75,12.5,62.5,25.0,0.08,63.24999999999999,7,499,1,293,0.8750000000000001,62.375,0.125,36.625
76,76,12.5,62.5,25.0,0.08,63.74999999999999,10,500,0,290,1.25,62.5,0.0,36.25
77,77,12.5,62.5,25.0,0.08,63.24999999999999,6,500,0,294,0.75,62.5,0.0,36.75
78,78,12.5,62.5,25.0,0.08,64.0,12,500,0,288,1.5,62.5,0.0,36.0
79,79,12.5,62.5,25.0,0.08,63.24999999999999,6,500,0,294,0.75,62.5,0.0,36.75
80,80,12.5,62.5,25.0,0.08,62.875,3,500,0,297,0.375,62.5,0.0,37.125
81,81,12.5,62.5,25.0,0.08,63.375,7,500,0,293,0.8750000000000001,62.5,0.0,36.625
82,82,12.5,62.5,25.0,0.08,62.875,3,500,0,297,0.375,62.5,0.0,37.125
83,83,12.5,62.5,25.0,0.08,63.0,4,500,0,296,0.5,62.5,0.0,37.0
84,84,12.5,62.5,25.0,0.08,63.625,9,500,0,291,1.125,62.5,0.0,36.375
85,85,12.5,62.5,25.0,0.08,63.125,5,500,0,295,0.625,62.5,0.0,36.875
86,86,12.5,62.5,25.0,0.08,63.375,7,500,0,293,0.8750000000000001,62.5,0.0,36.625
87,87,12.5,62.5,25.0,0.08,62.625,1,500,0,299,0.125,62.5,0.0,37.375
88,88,12.5,62.5,25.0,0.08,62.74999999999999,2,500,0,298,0.25,62.5,0.0,37.25
89,89,12.5,62.5,25.0,0.08,63.0,4,500,0,296,0.5,62.5,0.0,37.0
90,90,12.5,62.5,25.0,0.08,63.24999999999999,6,500,0,294,0.75,62.5,0.0,36.75
91,91,12.5,62.5,25.0,0.08,63.87500000000001,11,500,0,289,1.375,62.5,0.0,36.125
92,92,12.5,62.5,25.0,0.08,63.24999999999999,6,500,0,294,0.75,62.5,0.0,36.75
93,93,12.5,62.5,25.0,0.08,63.24999999999999,6,500,0,294,0.75,62.5,0.0,36.75
94,94,12.5,62.5,25.0,0.08,64.375,15,500,0,285,1.875,62.5,0.0,35.625
95,95,12.5,62.5,25.0,0.08,63.5,9,499,1,291,1.125,62.375,0.125,36.375
96,96,12.5,62.5,25.0,0.08,62.875,3,500,0,297,0.375,62.5,0.0,37.125
97,97,12.5,62.5,25.0,0.08,62.875,3,500,0,297,0.375,62.5,0.0,37.125
98,98,12.5,62.5,25.0,0.08,63.24999999999999,6,500,0,294,0.75,62.5,0.0,36.75
99,99,12.5,62.5,25.0,0.08,63.125,5,500,0,295,0.625,62.5,0.0,36.875
